gp_id,gp_name,lang_name
3825,Kudal,ಕೂಡಲ
3826,Kudal-sangam,ಕೂಡಲಸಂಗಮ
3827,Kudaruru,ಕುದರೂರು
3828,Kuderemoti,ಕುಡೇರೆಮೋತಿ
3829,Kuderu,ಕುದೇರು
3830,Kudige,ಕೂಡಿಗೆ
3831,Kudipady,ಕುಡಿಪ್ಪಾಡಿ
3832,Kudithini,ಕುಡ್ತಿನಿ
3833,Kudiyanur,ಕುಡಿಯನೂರು
3834,Kudlapura,ಕೂಡ್ಲಾಪುರ
3835,Kudligere,ಕೂಡ್ಲಿಗೆರೆ
3836,Kudlu,ಕುಡ್ಲೂರು
3837,Kudlur,ಕುಡ್ಲೂರು
3838,Kudluru,ಕೂಡ್ಲೂರು
3839,Kudpali,ಕುಡಪಲಿ
3840,Kudremani,ಕುದ್ರೇಮನಿ
3841,Kudrigi,ಕುದ್ರಿಗಿ
3842,Kududhurahal,ಕುಡುದರಹಾಳ್‌
3843,Kudumallige,ಕುಡುಮಲ್ಲಿಗೆ
3844,Kudumangalur,ಮಂಗಳೂರ
3845,Kuduru,ಕುಂದೂರು
3846,Kudurugundi,ಕುದುರುಗುಂಡಿ
3847,Kuduvalli,ಕೂದುವಳ್ಳಿ
3848,Kujalli,ಕುಜಲ್ಲಿ
3849,Kukadoli,ಕುಕಡೋಳ್ಳಿ
3850,Kukkedi,ಕುಕ್ಕೇಡಿ
3851,Kukkehalli,ಕುಕ್ಕೆಹಳ್ಳಿ
3852,Kukkipady,ಕುಕ್ಕಿಪಾಡಿ
3853,Kukkunduru,ಕುಂದೂರು
3854,Kukkuwada,ಕುಕ್ಕವಾಡ
3855,Kuknur,ಕುಕನೂರ
3856,Kukunda,ಕುಕ್ಕುಂದಾ
3857,Kulagana,ಕುಲಗಾಣ
3858,Kulagatte,ಕುಳಗಟ್ಟೆ
3859,Kulagod,ಕುಲಗೋಡ
3860,Kulali,ಕುಳಲಿ
3861,Kulambi,ಕೂಲಂಬಿ
3862,Kulavalli,ಕುಲವಳ್ಳಿ
3863,Kulave,ಕುಳವೆ
3864,Kulenur,ಕುಳೇನೂರು
3865,Kulhalli,ಕುಲಹಳ್ಳಿ
3866,Kuluvanahalli,ಕುಲುವನಹಳ್ಳಿ
3867,Kumatagi,ಕುಮಟಗಿ
3868,Kumathe,ಕುಮಠೆ
3869,Kumbalahalli,ಕುಂಬಳಹಳ್ಳಿ
3870,Kumbalgodu,ಕುಂಬಳಗೋಡು
3871,Kumbaluru,ಕುಂಬಳೂರು
3871,Kumbaluru,ಕುಂಬಳೂರು
3872,Kumbarda,ಕುಂಬರ್ದ
3873,Kumbarhalla,ಕುಂಬಾರಹಳ್ಳ
3874,Kumbenahally,ಕುಂಭೇನಹಳ್ಳಿ
3875,Kumbhashi,ಕುಂಭಾಶಿ
3876,Kumbiganahalli,ಕುಂಬಿಗಾನಳ್ಳಿ
3877,Kummur,ಕುಮ್ಮೂರ
3878,Kumsi,ಕುಂಸಿ
3879,Kumta,ಕುಮಟ
3880,Kunabevu,ಕೂನಬೇವು
3881,Kunagalli,ಕುಣಗಳ್ಳಿ
3882,Kunchanur,ಕುಂಚನೂರ
3883,Kunchenahalli,ಕುಂಚೇನಹಳ್ಳಿ
3884,Kunchooru,ಕುಂತೂರು
3885,Kunchur,ಕುಂಚೂರು
3886,Kundacheri,ಕುಂದಚೇರಿ
3887,Kundagol,ಕುಂದಗೋಳ
3888,Kundana,ಕುಂದಾಣ
3889,Kundapura,ಪುರ
3890,Kundaragi,ಕುಂದರಗಿ
3891,Kundargi,ಕುಂದರಗಿ
3892,Kundlagurki,ಕುಂದಲಗುರ್ಕಿ
3893,Kundooru,ಕುಂದೂರು
3894,Kundur,ಕುಂದೂರು
3895,Kundur mata,ಕುಂದೂರು
3896,Kunduru,ಕುಂದೂರು
3897,Kunebelakere,ಕುಣಿಬೆಳಗೆರೆ
3898,Kunemellahalli,ಕುಣಿಮೆಳ್ಳಿಹಳ್ಳಿ
3899,Kunigal town,ಕುಣಿಗಲ್ ನಗರ
3900,Kuniganahalli,ಕುಣಿಗನಹಳ್ಳಿ
3901,Kunikere,ಕೂನಿಕೆರೆ
3902,Kunikeri,ಕುಣಿಕೇರಿ
3903,Kunjila,ಕುಂಜಿಲ
3904,Kunkanadu,ಕುಂಕನಾಡು
3905,Kunkova,ಕುಂಕೋವಾ
3906,Kunnur,ಕುನ್ನೂರ
3907,Kunthuru,ಚಿಕ್ಕಕುಂತೂರು
3908,Kuntoji,ಕುಂಟೋಜಿ
3909,Kupnoor,ಕುಪನೂರ
3910,Kuppagadde,ಕುಪ್ಪಗಡ್ಡೆ
3911,Kuppahalli,ಕುಪ್ಪ ಹಳ್ಳಿ
3912,Kuppalu,ಕುಪ್ಪಾಳು
3913,Kuppe,ಚುಂಚನಕುಪ್ಪೆ
3914,Kuppelur,ಕುಪ್ಪೇಲೂರು
3915,Kuppepadav,ಕುಪ್ಪೆಪದವು
3916,Kuppuru,ಕುಪ್ಪೂರು
3917,Kupya,ಕುಪ್ಯ
3918,Kuraguppi,ಕರಗುಪ್ಪಿ
3919,Kurahatti,ಕುರಹಟ್ಟಿ
3920,Kuralgera 31,ಕುರಳಗೇರಾ
3921,Kuramkote,ಕುರಂಕೋಟೆ
3922,Kuratti hosur,ಹೊಸೂರ
3923,Kurdi,ಕುಡಿಱ
3924,Kurekuppa,ಕುರೆಕುಪ್ಪ
3925,Kurgal,ಕುರುಗಲ್‌
3926,Kurgund,ಕುರಗುಂದ
3927,Kuri hundi,ಕುರಿಹುಂಡಿ
3928,Kurigepalli,ಪಳ್ಳಿ
3929,Kurikota,ಕುರಿಕೋಟಾ
3930,Kurkalu,ಕುರ್ಕಾಲು
3931,Kurki,ಕರ್ಕಿ
3932,Kurkunda,ಕುರಕುಂದ
3933,Kurkunta,ಕುರುಕುಂಟಾ
3934,Kurli,ಕುರ್ಲಿ
3936,Kurni,ಕುರಣಿ
3937,Kurtakoti,ಕುರ್ತಕೋಟಿ
3938,Kurubagatti,ಕುರುಬಗಟ್ಟಿ
3939,Kurubakhelagi,ಕುರುಬಖೇಳಗಿ
3940,Kurubara mallur,ಕುರಬರಮಲ್ಲೂರು
3941,Kurubarahalli,ಕುರುಬರಹಳ್ಳಿ
3942,Kurubgonda,ಕುರುಬಗೊಂಡ
3943,Kurubhattur,ಕುರುಭತ್ತೂರು
3944,Kurubur,ಕುರುಬೂರು
3945,Kurudagi,ಕುರಡಗಿ
3946,Kurudi,ಕುರೂಡಿ
3947,Kurudumale,ಕುರುಡಮಲೆ
3948,Kurugodu,ದೊಡ್ಡಕುರುಗೋಡು
3949,Kuruvalli,ಕುರುವಳ್ಳಿ
3950,Kuruvanka,ಕುರುವಂಕ
3951,Kuruvaththi,ಕುರುವತ್ತಿ
3952,Kuruvinakoppa,ಕುರುವಿನಕೊಪ್ಪ
3953,Kusanal,ಕುಸನಾಳ
3954,Kushalnagar,ಕುಶಾಲನಗರ
3955,Kushavara,ಕುಶಾವರ
3956,Kushnoor (t),ಟಿ.ಗೋಪಗೊಂಡನಹಳ್ಳಿ
3957,Kusnoor,ಕುಸನೂರ
3958,Kusnur,ಕೂಸನೂರ
3959,Kustagi,ಕುಷ್ಟಗಿ
3960,Kusugal,ಕುಸುಗಲ್‌
3961,Kutha godu,ಕೂತಗೋಡು
3962,Kuthanuru,ಆಣೂರು
3963,Kuthyaru,ಕುತ್ಯಾರು
3964,Kutrupady,ಕುಟ್ರುಪ್ಪಾಡಿ
3965,Kutta,ಕುಟ್ಟ
3966,Kuvettu,ಕುವೆಟ್ಟು
3967,Kyadigera,ಕ್ಯಾದಿಗೇರಾ
3968,Kyalanur,ಕ್ಯಾಲ್‌ನೂರು
3969,Kyalkonda,ಕ್ಯಾಲಕೊಂಡ
3970,Kyamanahally,ಕ್ಯಾಮನಹಳ್ಳಿ
3971,Kyamenahalli,ಕ್ಯಾಮೇನಹಳ್ಳಿ
3972,Kyanavally,ಅನವಾಲ
3973,Kyarakoppa,ಕ್ಯಾರಕೊಪ್ಪ
3974,Kyasamballi,ಕ್ಯಾಸಂಬಳ್ಳಿ
3975,Kyasenahalli,ಕ್ಯಾಸೇನಹಳ್ಳಿ
3976,Kyasinakere,ಕ್ಯಾಸಿನಕೆರೆ
3977,Kyathaghatta,ಕ್ಯಾತಘಟ್ಟ
3978,Kyathana halli,ಕ್ಯಾತನಹಳ್ಳಿ
3979,Kyathana hally,ಕ್ಯಾತನಹಳ್ಳಿ
3979,Kyathana hally,ಕ್ಯಾತನಹಳ್ಳಿ
3980,Kyathanahally,ಕ್ಯಾತನಹಳ್ಳಿ
3981,Kydeguppa,ಕ್ಯಾದಿಗುಪ್ಪಾ
3982,Kylancha,ಕೈಲಾಂಚ
3983,Lachan,ಲಚ್ಯಾಣ
3984,Ladha,ಲಾಧಾ
3985,Ladlapur,ಲಾಡ್ಲಾಪೂರ
3986,Ladmugali,ಲಾಡಮುಗಳಿ
3987,Ladwanthi,ಲಾಡವಂತಿ
3988,Laila,ಲಾಯಿಲ
3989,Lakhanapur,ಲಖನಾಪೂರ
3990,Lakhangaon,ಲಖನಗಾಂವ್‌
3991,Lakkalakatti,ಲಕ್ಕಲಕಟ್ಟಿ
3992,Lakkammanahalli,ಲಕ್ಕಮ್ಮನಹಳ್ಳಿ
3993,Lakkavalli,ಲಕ್ಕವಳ್ಳಿ
3994,Lakkenahalli,ಲಕ್ಕೇನಹಳ್ಳಿ
3995,Lakkihalli,ಲಕ್ಕೀಹಳ್ಳಿ
3996,Lakkondahalli,ಲಕ್ಕೊಂಡಹಳ್ಳಿ
3997,Lakkunda,ಲಕ್ಕುಂದ
3998,Lakkundi,ಲಕ್ಕುಂಡಿ
3999,Lakkur,ಲಕ್ಕೂರು
4000,Lakshanatti,ಲಕ್ಷಾನಟ್ಟಿ
4001,Lakshmeshwar,ಲಕ್ಷ್ಮೇಶ್ವರ
4002,Lakshmipura,ಲಕ್ಮೀಪುರ
4003,Lakshmisagara,ಲಕ್ಷ್ಮಿಸಾಗರ
4004,Laksmisagara,ಲಕ್ಷ್ಮಿಸಾಗರ
4005,Lakya,ಲಕ್ಯಾ
4006,Lalana kere,ಲಾಳನಕೆರೆ
4007,Lalanakere,ಲಾಳನಕೆರೆ
4008,Lalandevanahalli,ಲಾಳಂದೇವನಹಳ್ಳಿ
4009,Lalasang,ಲಾಳಸಂಗಿ
4010,Lanjwad,ಲಂಜವಾಡ
4011,Layadagundi,ಲಾಯದಗುಂದಿ
4012,Lebageri,ಲೇಬಗೇರಿ
4013,Lingadahalli,ಲಿಂಗದಹಳ್ಳಿ
4014,Lingadal,ಲಿಂಗದಾಳ
4015,Lingampalli,ಲಿಂಗಂಪಲ್ಲಿ
4016,Linganmath,ಲಿಂಗನಮಠ
4017,Linganur,ಲಿಂಗನೂರ
4018,Lingapattana,ಲಿಂಗಪಟ್ಟಣ
4019,Lingapura,ಲಿಂಗಾಪುರ
4020,Lingasugur,ಅಸು
4021,Lingkhandoddi,ಲಿಂಗಖಂದೊಡ್ಡಿ
4022,Lohgaon,ಲೋಹಗಾಂವ
4023,Lokammanahalli,ಲೋಕಮ್ಮನಹಳ್ಳಿ
4024,Lokapur,ಲೋಕಾಪುರ
4025,Lokikere,ಲೋಕಿಕೆರೆ
4026,Lokkanahalli,ಲೊಕ್ಕನಹಳ್ಳಿ
4027,Lokoli,ಲೋಕೊಳ್ಳಿ
4028,Lokur,ಲೋಕೂರ
4029,Lolasur,ಲೋಳಸೂರ
4030,Londa,ಲೋಂಡಾ
4031,Loni bk,ಲೋಣಿ ಬಿ.ಕೆ.
4032,M b halli,ಜೆ.ಬಿ.ಹಳ್ಳಿ
4033,M c halli,ಬಂಡಿಕೊಡಗೆಹಳ್ಳಿ
4034,M c thalalu,ಎಂ.ಸಿ.ತಳಲು
4035,M gollahalli,ಎಂ.ಗೊಲ್ಲಹಳ್ಳಿ
4036,M h patna,ಎಂ.ಹೆಚ್. ಪಟ್ನ
4037,M m hills,ಎಂ.ಎಂ ಹಿಲ್ಸ್
4038,M n kote,ಕೋಟ
4039,M nallagutlapalli,ನಲ್ಲಗುಟ್ಲಪಲ್ಲಿ
4040,M shivara,ಎಂ.ಶಿವರ
4041,M-guddekoppa,ಎಂ.ಗುಡ್ಡೆಕೊಪ್ಪ
4042,M.d.kote,ಎಂ.ಡಿ.ಕೋಟೆ
4043,M.gonal,ಎಂ.ಗೋನಾಳು
4044,M.k.hatti,ಎಂ.ಕೆ.ಹಟ್ಟಿ
4045,M.k.hubli,ಚಿಚಖಂಡಿ ಕೆ.ಡಿ
4046,M.suguru,ಬಿ.ಎಂ.ಸೂಗೂರು
4047,Maachenahalli,ಮಾಚೇನಹಳ್ಳಿ
4048,Mabanur,ಮಬನೂರ
4049,Machakanur,ಮಾಚಕನೂರ
4050,Machenahalli,ಮಾಚೇನಹಳ್ಳಿ
4051,Machina,ಮಚ್ಚಿನ
4052,Macho halli,ಮಾಚೋಹಳ್ಳಿ
4053,Madabalu,ಮಡಬಲು
4054,Madabhavi,ಮದಭಾವಿ
4055,Madabool,ಮಾಡಬೂಲ್
4056,Madadakere,ಮಾಡದಕೆರೆ
4057,Madaghatta,ಮಂಡಗಟ್ಟ
4058,Madagiri,ಮಾಡಗಿರಿ
4059,Madahalli,ಅಡಹಳ್ಳಿ
4060,Madakaripura,ಮದಕರಿಪುರ
4061,Madakehalli,ಮಡಿಕೆಹಳ್ಳಿ
4062,Madakihonnalli,ಮಡಕಿಹೊನ್ನಳ್ಳಿ
4063,Madalagere,ಮಾಡಲಗೇರಿ
4064,Madalageri,ಮಾಡಲಗೇರಿ
4065,Madallpur,ಮಾದಲೂರು
4066,Madalu,ಮಾಡಾಳು
4067,Madaluru,ಮಾದಲೂರು
4068,Madamakki,ಮಡಾಮಕ್ಕಿ
4069,Madamgeri,ಮಾಡಮಗೇರಿ
4070,Madan hipparga,ಮಾದನ ಹಿಪ್ಪರರ್ಗಾ
4071,Madana,ಮದನಾ
4072,Madanabhavi,ಮಾಧನಬಾವಿ
4073,Madanalli,ಮದ್ನಳ್ಳಿ
4074,Madanayakana halli,ಮಾಡನಾಯ್ಕನಹಳ್ಳಿ
4075,Madanayakanahalli,ಮಾಡನಾಯ್ಕನಹಳ್ಳಿ
4076,Madanthyar,ಮಡಂತ್ಯಾರು
4077,Madanur,ಮದನೂರು
4078,Madappady,ಮಡಪ್ಪಾಡಿ
4079,Madapura,ಮಾದಾಪುರ
4080,Madarahally,ಮಾದರಹಳ್ಳಿ
4081,Madarakandi,ಮದರಖಂಡಿ
4082,Madargaon,ಮದರಗಾಂವ್‌
4083,Madasiravar,ಇರಾ
4084,Madbal,ಮಾಡಬಾಳ್
4085,Madbhavi,ಮಧಬಾವಿ
4086,Maddarki,ಮದರಿ
4087,Maddenahalli,ಮುದ್ದೇನಹಳ್ಳಿ
4088,Madderi,ಮದ್ದೇರಿ
4089,Madderu,ಮದ್ದೇರು
4090,Maddur,ಮದ್ಲೂರ
4091,Maddur town,ಮದ್ದೂರು ನಗರ
4092,Made,ಮದೆ
4093,Madenuru,ಮಡೇನೂರು
4094,Madhapura,ಮಾದಾಪುರ
4095,Madhavara,ಮಾದವಾರ
4096,Madhinur,ಮಾದಿನೂರ
4097,Madhugiri-munciple,ಮಧುಗಿರಿ ಪುರಸಭೆ
4098,Madhure,ಮಧುರೆ
4099,Madhuvanahalli,ಮದುವಿನಹಳ್ಳಿ
4100,Madhwar,ಮಧ್ವರ
4101,Madigondanahalli,ಮಾದಿಗೊಂಡನಹಳ್ಳಿ
4102,Madihalli,ಮದಿಹಳ್ಳಿ
4103,Madikeri (town),ಆಡಿ
4104,Madikeshwar,ಮಡಿಕೇಶ್ವರ
4105,Madivala,ಮಡಿವಾಳ
4106,Madiyal,ಮಡಿಯಾಳ
4107,Madkal,ಮಲ್ದಕಲ್‌
4108,Madkatti,ಮದಕಟ್ಟಿ
4109,Madli,ಮಡ್ಲಿ
4110,Madlur,ಮದ್ಲೂರ
4111,Madnoor,ಮಾಳನೂರು
4112,Madra(b),ಮದರಾ (ಬಿ)
4113,Madur,ಮದ್ಲೂರ
4114,Maduvina kodi,ಮಡುವಿನಕೋಡಿ
4115,Madwal,ಮಂದೇವಾಲ
4116,Magadi,ಮಾಗಡಿ
4117,Magadi town,ಆಡಿ
4118,Magala,ಮಾಗಳ
4119,Magangera 32,ಮಾಗಣಗೇರಾ
4120,Magge,ಮಗ್ಗೆ
4121,Magod,ಮಾಗೋಡು
4122,Magodu,ಮಾಗೋಡು
4123,Magundi,ಮಾಗುಂಡಿ
4124,Mahadevapura,ಮಹದೇವಪುರ
4125,Mahagaon,ಧೂಪತಮಹಾಗಾಂವ್‌
4126,Mahajanadhahalli,ಮಹಾಜನದಹಳ್ಳಿ
4127,Mahishawadagi,ಮಹಿಷವಾಡಗಿ
4128,Maiduru,ಈದು
4129,Maigur,ಮೈಗೂರ
4130,Mailapur,ಮೈಲಾಪುರ
4131,Mainalli,ಮೈನಳ್ಳಿ
4132,Majali,ಮಾಜಾಳಿ
4133,Majara hosahalli,ಮಜರಾಹೊಸಹಳ್ಳಿ
4134,Makali,ಮಾಕಳಿ
4135,Makanadaku,ಮಾಕನಡಕು
4136,Makanapur,ಮಖಣಾಪುರ
4137,Makanur,ಮಾಕನೂರು
4138,Makarabbi,ಮಕರಬ್ಬಿ
4139,Makari,ಮಕರಿ
4140,Makavally,ಮಾಕವಳ್ಳಿ
4141,Makkalageri,ಮಕ್ಕಳಗೇರಿ
4142,Makkandur,ಮಕ್ಕಂದೂರು
4143,Makodu,ಮಾಕೋಡು
4144,Makonahalli,ಮಾಕೋನಹಳ್ಳಿ
4145,Mala,ಮಾಳ
4146,Malabad,ಮಲಾಬಾದ
4147,Maladakal,ಮಲ್ದಕಲ್‌
4148,Maladinni,ಮಾಲದಿನ್ನಿ
4149,Malady,ಮಾಳ
4150,Malagatti,ಮಾಲಗತ್ತಿ
4151,Malageti,ಮಾಳ
4152,Malaghan,ಮಲಘಾಣ
4152,Malaghan,ಮಲಘಾಣ
4153,Malagi,ಮಳಗಿ
4154,Malahal,ಮಲಹಾಳ್‌
4155,Malali,ಮಳಲಿ
4156,Malalkere,ಮಳಲ್ಕೆರೆ
4157,Malalooru,ಆಲೂರ
4158,Malamachanahalli,ಮಳಮಾಚನಹಳ್ಳಿ
4159,Malanayakanahalli,ಮಾಳನಾಯಕನಹಳ್ಳಿ
4160,Malangi,ಮಾಲಂಗಿ
4161,Malanoor,ಮಾಳನೂರು
4162,Malapanagudi,ಮಲಪನಗುಡಿ
4163,Malasavara,ಮಲಸಾವರ
4164,Malavalli,ಮಳವಳ್ಳಿ
4165,Malavally town,ಮಾಳ
4166,Malavanthige,ಮಲವಂತಿಗೆ
4167,Malavi,ಮಾಲವಿ
4168,Malavoor,ಮಾಳ
4169,Malchapur,ಮಾಳಚಾಪೂರ
4170,Maldare,ಮಾಲ್ದಾರೆ
4171,Malebennuru-town,ಬೆಣ್ಣೂರ
4172,Malegaon,ಮಾಳೆಗಾಂವ್‌
4173,Maleyuru,ಮಲಿಯುರು
4174,Malgatti,ಮಾಲಗತ್ತಿ
4175,Malgund,ಮಲಗುಂದ
4176,Malhar,ಮಲ್ಹಾರ
4177,Malikwad,ಮಲಿಕವಾಡ
4178,Malinonikari,ಮಲಿನೋನಿಕರಿ
4179,Maliyuru,ಮಲಿಯುರು
4180,Malkapur,ಮಲ್ಕಾಪೂರ
4181,Malkhed,ಮಳಖೇಡ
4182,Malla (b),ಮಲ್ಲಾ ಬಿ
4183,Mallabad,ಮಲ್ಲಾಬಾದ
4184,Malladihalli,ಮಲ್ಲಾಡಿಹಳ್ಳಿ
4185,Mallana kuppe,ಮಲ್ಲನಕುಪ್ಪೆ
4186,Mallanayakanahalli,ಮಲ್ಲನಾಯಕನಹಳ್ಳಿ
4187,Mallapanahalli,ಮಲ್ಲಪ್ಪನಹಳ್ಳಿ
4188,Mallappanahally,ಮಲ್ಲಪ್ಪನಹಳ್ಳಿ
4189,Mallapur,ಮಲ್ಲಾಪೂರ
4190,Mallapur pg,ಮಲ್ಲಾಪೂರ
4191,Mallapura,ಮಲ್ಲಾಪುರ
4192,Mallaru,ಮಲ್ಲೂರು
4193,Mallasandra,ಮಲ್ಲಸಂದ್ರ
4194,Mallat,ಮಲ್ಲಟ
4195,Mallenahalli,ಮಲ್ಲೇನಹಳ್ಳಿ
4196,Malleshwara,ಮಲ್ಲೇಶ್ವರ
4197,Malli 27,ಮಳ್ಳಿ
4198,Malligere,ಮಲ್ಲಿಗೆರೆ
4199,Mallipattana,ಮಲ್ಲಿಪಟ್ಟಣ
4200,Mallupura,ಮಲ್ಲೂಪುರ
4201,Mallur,ಮಲ್ಲೂರ
4202,Mallurahalli,ಮಲ್ಲೂರ ಹಳ್ಳಿ
4203,Malluru,ಮಲ್ಲೂರು
4204,Malur,ಮಳೂರು
4205,Maluru,ಮಲ್ಲೂರು
4206,Maluru patna,ಮಳೂರು ಪಟ್ಟಣ
4207,Malve,ಮಾಲ್ವೆ
4208,Mamadapur,ಮಮದಾಪೂರ
4209,Mamballi,ಮಾಂಬಳ್ಳಿ
4210,Mamtageri,ಮಮಟಗೇರಿ
4211,Manachanahally,ಮಣಚನಹಳ್ಳಿ
4212,Managalli,ಮಣಗಳ್ಳಿ
4213,Managundi,ಮನಗುಂಡಿ
4214,Manahalli,ಮಣ್ಣಹಳ್ಳಿ
4215,Manakapur,ಮಾಣಕಾಪೂರ
4216,Manakikere,ಮಣಿಕಿಕೆರೆ
4217,Manamane,ಮನಮನೆ
4218,Manchaladore,ಮಂಚಲದೊರೆ
4219,Manchalapur,ಮಂಚಲಾಪುರ
4220,Manchanabele,ಮಂಚೆನಬೆಲೆ
4221,Manchanayakanahalli,ಮಂಚನಾಯಕನಹಳ್ಳಿ
4222,Manchenahalli,ಮಂಚೇನಹಳ್ಳಿ
4223,Manchi,ಮಂಚಿ
4224,Manchikoppa,ಮಂಚಿಕೊಪ್ಪ
4225,Mandagadde,ಮಂಡಗದ್ದೆ
4226,Mandagatta,ಮಂಡಗಟ್ಟ
4227,Mandagere,ಮಂದಗೆರೆ
4228,Mandaknalli,ಮಂದಕನಳ್ಳಿ
4229,Mandalageri,ಮಂಡಲಗೇರಿ
4230,Mandekolu,ಮಂಡೆಕೋಲು
4231,Mandewal 35,ಮಂದೇವಾಲ
4232,Mandihal,ಮಂಡಿಹಾಳ
4233,Mandikal,ಮಂಡಿಕಲ್‌
4234,Mandoli,ಮಂಡೊಳ್ಳಿ
4235,Mandooru (gp),ಮಂಡೂರು (ಜಿಪಿ)
4236,Mandya (cmc),ಮಂಡ್ಯ ಗ್ರಾಮಾಂತರ
4237,Mandya bommanayakanahalli,ಯಕ್ಕನಹಳ್ಳಿ
4238,Mandya rural,ಮಂಡ್ಯ ಗ್ರಾಮಾಂತರ
4239,Mangala,ಮಂಗಲ
4240,Mangalagudda,ಮಂಗಳಗುಡ್ಡ
4241,Mangalavada,ಮಂಗಳವಾಡ
4242,Mangalawada,ಮಂಗಳವಾಡ
4243,Mangalgi,ಮಂಗಲಗಿ
4244,Mangalore,ಮಂಗಳೂರ
4245,Mangalore city corporation,ಮಂಗಳೂರ
4245,Mangalore city corporation,ಮಂಗಳೂರ
4246,Mangalur,ಮಂಗಳೂರ
4247,Mangoli,ಮಂಡೊಳ್ಳಿ
4248,Mangote,ಮಂಗೋಟೆ
4249,Mangsuli,ಮಂಗಸೂಳಿ
4250,Mangur,ಮಾಂಗೂರ
4251,Mangutti,ಮಣಗುತ್ತಿ
4252,Mangyankop,ಮಂಗ್ಯಾನಕೊಪ್ಪ
4253,Mani,ಮಾಣಿ
4254,Manichenduru,ಮಣಿಚಂಡೂರು
4255,Manigatta,ಮಾಣಿ
4256,Manihal,ಮನಿಹಾಳ
4257,Maniknagar,ಮಾಣಿಕನಗರ
4258,Manikyana hally,ಮಾಣಿ
4259,Manila,ಮಾಣಿಲ
4260,Maninalkur,ಮಣಿನಾಲ್ಕೂರು
4261,Manipura,ಮಣಿಪುರ
4262,Manjanady,ಮಂಜನಾಡಿ
4263,Manjari,ಮಾಂಜರಿ
4264,Manjuguni,ಮಂಜಗುಣಿ
4265,Manki,ಮಂಕಿ
4266,Mannaekhelli,ಮನ್ನಾಎಖೆಳ್ಳಿ
4267,Mannahally,ಮಣ್ಣಹಳ್ಳಿ
4268,Manne,ಮಣ್ಣೆ
4269,Mannekote,ಮನ್ನೇಕೋಟೆ
4270,Mannur,ಮಣ್ಣೂರ
4271,Manor,ಮಾಳನೂರು
4272,Mansur,ಮಣೂರ
4273,Mantagi,ಮಂತಗಿ
4274,Mantapa,ಮಂಟಪ
4275,Manthal,ಮಂಠಾಳಾ
4276,Mantrodi,ಮಂತ್ರೋಡಿ
4277,Mantur,ಮಂಟೂರ
4278,Manturga,ಮಂತುರ್ಗಾ
4279,Manugana halli,ಮನುಗನಹಳ್ಳಿ
4279,Manugana halli,ಮನುಗನಹಳ್ಳಿ
4280,Manvi,ನೀರಮಾನ್ವಿ
4281,Manyaramasalawada,ಮಾನ್ಯರ ಮಸಲವಾಡ
4282,Marabbihal,ಮರಬ್ಬಿಹಾಳ್‌
4283,Maradihalli,ಮರಡಿಹಳ್ಳಿ
4284,Maradur,ಮರದೂರು
4285,Maraganakunte,ಆರಗ
4286,Maragodu,ಮರಗೋಡು
4287,Maragowdanahalli (mandya),ಗೌಡನಹಳ್ಳಿ
4288,Marakabinnal,ಇನ್ನಾ
4289,Maraladinni,ಮಾರಲದಿನ್ನಿ
4290,Maralakunte,ಮರಳಕುಂಟೆ
4291,Maralebekuppe,ಮರಳೆಬೇಕುಪ್ಪೆ
4292,Marali,ಮರಳಿ
4293,Maraliga,ಮರಳಿಗ
4294,Maraluru,ಮರಳೂರು
4295,Maranabasari,ಮಾರನಬಸರಿ
4296,Maranal,ಮಾರನಾಳ
4297,Maranbeed,ಮಾರನಬೀಡ
4298,Marasanige,ಮರಸಣಿಗೆ
4299,Marashettihalli,ಮಾರಶೆಟ್ಟಿಹಳ್ಳಿ
4300,Maratturu,ಮರತೂರ
4301,Maravalli,ಮಾರವಳ್ಳಿ
4302,Maravanji,ಮರವಂಜಿ
4303,Maravanthe,ಮರವಂತೆ
4304,Marballi,ಮಾರ್ಬಳ್ಳಿ
4305,Marchatal,ಮಚಱಟಾಳ
4306,Mardgi,ಮಾರಡಗಿ
4307,Mardhala,ಮರ್ದಾಳ
4308,Mardi nagalapur,ಮರಡಿನಾಗಲಾಪೂರ
4309,Marehally,ಮಾರೇಹಳ್ಳಿ
4310,Marenahalli,ಮಾರೇನಹಳ್ಳಿ
4311,Marevad,ಮರೆವಾಡ್
4312,Margowdanahally,ಮಾರಗೌಡನಹಳ್ಳಿ
4313,Margutti,ಮರಗುತ್ತಿ
4314,Maridasanahalli,ಮರಿದಾಸನಹಳ್ಳಿ
4315,Marihal,ಮಾರಿಹಾಳ
4316,Marikatti,ಮರಕಟ್ಟಿ
4317,Marikuppa,ಮಾರಿಕುಪ್ಪ
4317,Marikuppa,ಮಾರಿಕುಪ್ಪ
4318,Mariyammanahalli,ರಮ್ಮನಹಳ್ಳಿ
4319,Marjenahalli,ಮಾಜೇಱನಹಳ್ಳಿ
4320,Markal,ಮರ್ಕಲ್
4321,Markandeynagar,ಮಾರ್ಕಂಡೇಯನಗರ
4322,Markanja,ಮರ್ಕಂಜ
4323,Markhal,ಮರಕಲ
4324,Markonahalli,ಮಾರ್ಕೋನಹಳ್ಳಿ
4325,Markuli,ಮರ್ಕುಲಿ
4326,Markumbi,ಮರಕುಂಬಿ
4327,Markunda,ಮರಕುಂದಾ
4328,Marlanahalli,ಮರ್ಲಾನಹಳ್ಳಿ
