GP CODE,GP NAME ,SCHCD,SCHNAME
210909008,WARD NO -    8,21090900803,BAGURAI FEEDER P.S.
210909008,WARD NO -    8,21090900804,BINAPANI HELENKELAR SPECIAL SCHOOL 
210909008,WARD NO -    8,21090900805,JAGULAI PROJECT  UPS.
210909008,WARD NO -    8,21090900806,KENDRIYA VIDYALAYA
210909009,WARD NO -   9,21090900901,PATRASAHI P.S.
210909009,WARD NO -   9,21090900951,"ST XAVIER HIGH SCHOOL, UPPER BAGURAI, BHADRAK"
210909010,WARD NO - 10,21090901001,BANKA U.G.M.E.SCHOOL
210909010,WARD NO - 10,21090901002,"GOVT.GIRLS HIGH SCHOOL,BHADRAK"
210909010,WARD NO - 10,21090901003,JAGANNATHPUR JENASAHI P.S.
210909010,WARD NO - 10,21090901004,POPSING  P.S.
210909010,WARD NO - 10,21090901005,BHADRAK JUNIOR COLLEGE
210909010,WARD NO - 10,21090901051,SUNSHINE MISSION SCHOOL
210909010,WARD NO - 10,21090901052,SCHOOL OF HUMANITY
210909010,WARD NO - 10,21090901053,KALINGA BIKASH (JUNIOR) SIKSHYA SANSTHAN
210909010,WARD NO - 10,21090901081,"SARASWATI SHIKSHYA NIKETAN, JAGANNATHPUR"
210909011,WARD NO - 11,21090901101,NARIPUR P.S.
210909011,WARD NO - 11,21090901151,M. M. SARASWATI SISHU MANDIR
210909012,WARD NO - 12,21090901201,HAZARINAGAR URDU P.S.
210909012,WARD NO - 12,21090901202,"ZILLA SCHOOL,BHADRAK"
210909013,WARD NO - 13,21090901301,APARTIBINDHA P.S.
210909013,WARD NO - 13,21090901341,BHADRAK WOMENS (JUNIOR) COLLEGE
210909013,WARD NO - 13,21090901351,SRI SATYASAI VIDYABIHAR
210909014,WARD NO - 14,21090901401,NANGHA MAHALLA URDU GIRLS P.S
210909014,WARD NO - 14,21090901402,NILAKANTHAPUR U.G.M.E.SCHOOL
210909015,WARD NO - 15,21090901501,KUANSH  P.S.
210909015,WARD NO - 15,21090901502,KUANSH U.P.(M.E.)SCHOOL
210909017,WARD NO - 17,21090901503,SALANDI COLONY PUPS.
210909015,WARD NO - 15,21090901551,PRESIDENCY (JUNIOR) COLLEGE
210909016,WARD NO - 16,21090901601,KANTABANIA URDU  P.S.
210909016,WARD NO - 16,21090901602,KUANSH JENASAHI P.S.
210909016,WARD NO - 16,21090901651,SWEEPER COLONY P.S.
210909017,WARD NO - 17,21090901701,MADRASA NOUMANIA
210909017,WARD NO - 17,21090901702,ISUFPUR PROJECT P.S.
210909018,WARD NO - 18,21090901801,PATANASAHI U.G.M.E.SCHOOL
210909019,WARD NO - 19,21090901901,BHADRAK URDU PROJECT UPS
210909019,WARD NO - 19,21090901902,"D.N. GIRLS HIGH SCHOOL, PURUNA BAZAR"
210909019,WARD NO - 19,21090901904,LAHAPATI PROJECT P.S.
210909021,WARD NO - 21,21090901905,"NARAYAN CHANDRA HIGH SCHOOL,PURUNABAZAR"
210909026,WARD NO - 26,21090901906,DAMODAR SANSKRIT TOL
210909020,WARD NO - 20,21090902001,"S.S.S.S. HIGH SCHOOL, CHANDAN BAZAR"
210909020,WARD NO - 20,21090902002,SREE SATYANARAYAN SIKHAN SANSTAN
210909020,WARD NO - 20,21090902003,SRI SATYANARAYAN P.S.
210909021,WARD NO - 21,21090902101,SHANKARPUR URDU U.G.M.E.SCHOOL
210909021,WARD NO - 21,21090902171,HAJI MAHMOOD URDU GIRLS HIGH SCHOOL
210909022,WARD NO - 22,21090902201,CHHADAK MAHALLA PROJECT P.S.
210909022,WARD NO - 22,21090902202,CHHADAK MAHALLA U.G.M.E.SCHOOL
210909022,WARD NO - 22,21090902203,MADRASA QUADRIYA (I)
210909022,WARD NO - 22,21090902204,MADRASA QUADRIYA(II)
210909024,WARD NO - 24,21090902301,MIRZAPUR NATHASAHI PROJECT U. P.S.
210909023,WARD NO - 23,21090902302,MIRZAPUR U.G.M.E.SCHOOL
210909021,WARD NO - 21,21090902303,N.C.FEEDER  P.S.
210909023,WARD NO - 23,21090902304,NUNIAMAHALLA PROJECT P.S.
210909023,WARD NO - 23,21090902352,MADRASA MAHAMOOD ALHA SUNNAT
210909024,WARD NO - 24,21090902401,DADHIBAMAN PUPS
210909024,WARD NO - 24,21090902451,ODISHA BRIGADE SCHOOL
210909025,WARD NO - 25,21090902501,HALADIDIHA U.G.M.E.SCHOOL
210909025,WARD NO - 25,21090902502,SANGAT PROJECT P.S.
210909025,WARD NO - 25,21090902551,GURUKUL LIFE PUBLIC SCHOOL
210909026,WARD NO - 26,21090902601,BAJETOLA URDU P.S.
210909026,WARD NO - 26,21090902602,FRASER GIRLS NODAL U.P.SCHOOL
210909027,WARD NO - 27,21090902701,QUAZIMOHALLA URDU P.S.
210909027,WARD NO - 27,21090902751,GOUSIYA ENGLISH MEDIUM SCHOOL
210909027,WARD NO - 27,21090902772,MADRASA JAAN-E RAHEMAT
210909028,WARD NO - 28,21090902801,DHANATOLA URDU PUPS
210909028,WARD NO - 28,21090902802,GANDHI BALASHRAM  M.E.SCHOOL
210909028,WARD NO - 28,21090902803,GANDHI BALASHRAM  P.S.
210909029,WARD NO - 29,21090902901,BHUYAN MOHALLA URDU P.S.
210909029,WARD NO - 29,21090902902,DURGAPUR URDU PROJECT UPS.
210909029,WARD NO - 29,21090902903,HARINARAYAN NODAL U.P.SCHOOL
210909029,WARD NO - 29,21090902904,"SATYA SAI BISHNUMOHAN HIGH SCHHOOL, GARADPUR"
210909029,WARD NO - 29,21090902951,SARASWATI SHISHU MANDIR
210909029,WARD NO - 29,21090902952,MADRASA GARIB NAWAZ
210909030,WARD NO - 30,21090903001,BALIPATNA U.G.M.E. SCHOOL
210909030,WARD NO - 30,21090903002,"K.C. CO-EDU HIGH SCHOOL, UTTAR BAHINI"
210909029,WARD NO - 29,21090903004,SARLIPUR DASSAHI P.S.
210909030,WARD NO - 30,21090903005,UTTARBAHINI P.S.
210909030,WARD NO - 30,21090903041,"SALANDI JUNIOR MAHAVIDYALAYA, UTTARBAHINI"
212401001,AGALPUR,21240100101,AGALPUR BOYS HS
212401001,AGALPUR,21240100102,AGALPUR GIRLS HS
212401001,AGALPUR,21240100103,AGALPUR GOVT NODAL UPS
212401001,AGALPUR,21240100104,AGALPUR HARIJAN PARA GOVT. PS
212401001,AGALPUR,21240100141,AGALPUR JUNIOR BIGYAN COLLEGE
212401001,AGALPUR,21240100171,AGALPUR SSM
212401001,AGALPUR,21240100201,GUDIMUNDA GOVT. PS
212401001,AGALPUR,21240100301,INGSA GOVT. UPS
212401001,AGALPUR,21240100302,NAGRAJ GOVT. PS
212401002,BABUFASAD,21240100401,BABUFASAD GOVT. UPS
212401002,BABUFASAD,21240100471,BABUFASAD HS
212401002,BABUFASAD,21240100501,BABUPALI NUPS
212401002,BABUFASAD,21240100502,BARPADAR GOVT. PS
212401002,BABUFASAD,21240100503,JHANKARPALI GOVT. PS
212401002,BABUFASAD,21240100601,BANJIPALI GOVT. NUPS
212401002,BABUFASAD,21240100701,GHUCHEPALI GOVT. NUPS
212401002,BABUFASAD,21240100801,JHARBANDHLI (B) GOVT. PS
212401002,BABUFASAD,21240100901,LATSAR GOVT. PS
212401003,BADTIKA,21240101001,BADTIKA GOVT. PS
212401003,BADTIKA,21240101002,BADTIKA HS
212401003,BADTIKA,21240101004,GHUNGHUTIPALI GOVT. PS
212401003,BADTIKA,21240101005,BADTIKA JAWAHARLAL GOVT. UPS
212401003,BADTIKA,21240101101,BUROBAHADI GOVT. PS
212401003,BADTIKA,21240101301,KARKACHIA GOVT. PS
212401003,BADTIKA,21240101501,LARAMBHAMUNDA NUPS
212401003,BADTIKA,21240101601,SAHAJCHHAPARA NUPS
212401004,BAKTI,21240101701,ASURMUNDA GOVT. PS
212401004,BAKTI,21240101702,ASURMUNDA HS
212401004,BAKTI,21240101801,BADKHALIAPALI GOVT. PS
212401004,BAKTI,21240101901,BAKTI GOVT. PS
212401004,BAKTI,21240101902,BAKTI GOVT. UPS
212401004,BAKTI,21240101903,BAKTI HS
212401004,BAKTI,21240101904,BANDHAPADA NPS
212401004,BAKTI,21240102001,BANGABAHAL GOVT. NUPS
212401005,BENDRA,21240102101,BENDRA GOVT. PS
212401005,BENDRA,21240102102,BENDRA GOVT. UPS
212401005,BENDRA,21240102103,BENDRA HS
212401005,BENDRA,21240102201,DANIPALI GOVT. NUPS
212401005,BENDRA,21240102301,DHAURADADAR UPS
212401005,BENDRA,21240102401,JHARBANDHALI GOVT. PS
212401005,BENDRA,21240102601,RAMPUR GOVT HS
212401005,BENDRA,21240102602,RAMPUR GOVT. PS
212401006,BHARSUJA,21240102701,BADIPALI GOVT. PS
212401006,BHARSUJA,21240102801,BHARSUJA GOVT. PS
212401006,BHARSUJA,21240102802,BHARSUJA GOVT. UPS
212401006,BHARSUJA,21240102803,BHARSUJA HS
212401006,BHARSUJA,21240102804,PIPILIPALI GOVT. PS
212401006,BHARSUJA,21240102842,JALANDHAR COLLEGE BHARSUJA
212401006,BHARSUJA,21240102871,BHARSUJA SSM
212401006,BHARSUJA,21240102901,BINDHAPALI GOVT. PS
212401006,BHARSUJA,21240102902,BINDHAPALI HS
212401006,BHARSUJA,21240103001,DARLIPALI GOVT. PS
212401006,BHARSUJA,21240103101,GANDPALI GOVT. NUPS
212401006,BHARSUJA,21240103201,GOHIRAPADAR NUPS
212401006,BHARSUJA,21240103301,GUNDRUMUNDA GOVT. PS
212401006,BHARSUJA,21240103401,JEMAPALI GOVT. PS
212401006,BHARSUJA,21240103501,MANUPALI GOVT. PS
212401006,BHARSUJA,21240103502,MANUPALI UPS
212401006,BHARSUJA,21240103601,SANSA GOVT. NUPS
212401007,BUDULA,21240103701,BHOIPALI GOVT. PS
212401007,BUDULA,21240103801,BUDULA GOVT. UPS
212401007,BUDULA,21240103802,BUDULA HS
212401007,BUDULA,21240103901,BUROMUNDA GOVT. PS
212401007,BUDULA,21240104001,DENGJURI GOVT. PS
212401007,BUDULA,21240104101,GOHIRAMUNDA UPS
212401007,BUDULA,21240104201,MAHAKHANDA GOVT. NUPS
212401007,BUDULA,21240104202,CHAKRADHARPUR NPS
212401007,BUDULA,21240104301,PUDAPADAR GOVT. NUPS
212401007,BUDULA,21240104401,RENGALI HS
212401007,BUDULA,21240104402,RENGALI NODAL GOVT. UPS
212401008,DUDUKA,21240104501,DUDUKA  GOVT. UPS
212401008,DUDUKA,21240104502,DUDUKA GOVT. PS
212401008,DUDUKA,21240104503,DUDUKA HS
212401008,DUDUKA,21240104504,KUDADERA GOVT. PS
212401008,DUDUKA,21240104601,SANFASAD GOVT. NUPS
212401008,DUDUKA,21240104701,KESAIPALI NUPS
212401008,DUDUKA,21240104801,LUHURAMUNDA GOVT. UPS
212401008,DUDUKA,21240105001,RAFAKHAL GOVT. PS
212401008,DUDUKA,21240105101,RAMPUR (B) PS
212401008,DUDUKA,21240105201,SANKHUA NUPS
212401009,JHARNIPALI,21240105301,ADENDUNGURI GOVT. NUPS
212401009,JHARNIPALI,21240105401,AMJHARAN GOVT. PS
212401009,JHARNIPALI,21240105501,CHUNGIDADAR GOVT. PS
212401009,JHARNIPALI,21240105601,JHARNIPALI GOVT. PS
212401009,JHARNIPALI,21240105602,JHARNIPALI GOVT. UPS
212401009,JHARNIPALI,21240105603,JHARNIPALI HS
212401009,JHARNIPALI,21240105701,KENDUMUNDI NUPS
212401009,JHARNIPALI,21240105801,KUDOPALI GOVT. PS
212401009,JHARNIPALI,21240105901,PANDAKITAL GOVT. NUPS
212401009,JHARNIPALI,21240106001,PATHARMUNDA GOVT. PS
212401010,KUTASINGHA,21240106301,DUNGURIPALI GOVT. UPS
212401010,KUTASINGHA,21240106401,KANTAPALI GOVT. PS
212401010,KUTASINGHA,21240106402,KUTASINGHA GOVT. PS
212401010,KUTASINGHA,21240106403,KUTASINGHA GOVT. UPS
212401010,KUTASINGHA,21240106404,KUTASINGHA HS
212401010,KUTASINGHA,21240106481,KUTASINGHA S.S.M.
212401010,KUTASINGHA,21240106501,SEMELMUNDA GOVT. NUPS
212401010,KUTASINGHA,21240106601,TENTULIGAON GOVT. PS
212401011,NAGAON (A),21240106701,AINLAPALI GOVT. UPS
212401011,NAGAON (A),21240106802,BAIGANKHARI NUPS
212401011,NAGAON (A),21240106901,DUDKAMUNDA NUPS
212401011,NAGAON (A),21240107001,GANDPALI (B) GOVT. PS
212401011,NAGAON (A),21240107101,HALDIAPADAR NUPS
212401011,NAGAON (A),21240107201,KANTHIPALI GOVT. PS
212401011,NAGAON (A),21240107301,MUNDAPALI GOVT. PS
212401011,NAGAON (A),21240107371,MUNDAPALI UPS
212401011,NAGAON (A),21240107401,NAGAON (A) GOVT. PS
212401011,NAGAON (A),21240107402,NAGAON (A) GOVT. UPS
212401011,NAGAON (A),21240107403,NAGAON(A) HS
212401011,NAGAON (A),21240107441,NAGAON (A) COLLEGE NAGAON
212401011,NAGAON (A),21240107471,ARABINDA INTEGRAL NAGAON (A)
212401011,NAGAON (A),21240107472,NAGAON (A) NPS
212401011,NAGAON (A),21240107501,TELENPALI GOVT. PS
212401012,NAGAON (B),21240107601,DASPALI GOVT. PS
212401012,NAGAON (B),21240107602,NAGAON (B) GOVT. PS
212401012,NAGAON (B),21240107603,NAGAON (B) GOVT. UPS
212401012,NAGAON (B),21240107604,NAGAON (B) HS
212401012,NAGAON (B),21240107605,NAGAON (B) HARIJAN PARA NPS
212401012,NAGAON (B),21240107671,SARASWATI SHISHU MANDIR R.KHAL
212401012,NAGAON (B),21240107701,SANTIKA GOVT. UPS
212401012,NAGAON (B),21240107801,TENTULIKHUNTI GOVT. NUPS
212401013,NUNIAPALI,21240107901,AMARAMUNDA GOVT. PS
212401013,NUNIAPALI,21240108001,JHANKARPALI GOVT. PS
212401017,SALEBHATA,21240108101,KHALIAPALI GOVT. NUPS
212401013,NUNIAPALI,21240108201,LAXMANPALI NUPS
212401013,NUNIAPALI,21240108301,NUNIAPALI GOVT. UPS
212401013,NUNIAPALI,21240108302,NUNIAPALI HS
212401013,NUNIAPALI,21240108401,PANDESARA GOVT. PS
212401013,NUNIAPALI,21240108501,SARADHAPALI NPS
212401014,PATUAPALI,21240108601,DUMERPALI GOVT. NUPS
212401014,PATUAPALI,21240108701,KHUNTULIMUNDA GOVT. NUPS
212401014,PATUAPALI,21240108801,PANDRIDUNGURI GOVT. UPS
212401014,PATUAPALI,21240108901,PATUAPALI GOVT. UPS
212401014,PATUAPALI,21240108902,PATUAPALI HS
212401015,RINBACHAN,21240109101,BANDABAHAL BAGJHULA NUPS
212401015,RINBACHAN,21240109201,RINBACHAN GOVT. PS
212401015,RINBACHAN,21240109202,RINBACHAN  UPS
212401015,RINBACHAN,21240109301,UCHBAHAL GOVT. UGHS
212401016,ROTH,21240109401,CHHELKHAI GOVT. NUPS
212401016,ROTH,21240109601,ROTH GOVT. PS
212401016,ROTH,21240109602,ROTH GOVT. UPS
212401016,ROTH,21240109603,ROTH PANCHAYAT HS
212401016,ROTH,21240109604,ROTH  NEW GOVT. PS
212401001,AGALPUR,21240109641,A.P.S COLLEGE ROTH
212401016,ROTH,21240109681,ROTH SARASWAT BIDYA NIKETAN
212401017,SALEBHATA,21240109701,HARBHANGA GOVT. UPS
212401013,NUNIAPALI,21240109801,KHALIAPALI GOVT. PS
212401017,SALEBHATA,21240109901,MURSUND GOVT. PS
212401017,SALEBHATA,21240109902,MURSUND GOVT. UPS
212401017,SALEBHATA,21240110001,SALEVATA GOVT. BOYS HS
212401017,SALEBHATA,21240110002,SALEVATA GIRLS HS
212401017,SALEBHATA,21240110003,SALEVATA GOVT. PS
212401017,SALEBHATA,21240110004,SALEVATA GOVT. UPS
212401017,SALEBHATA,21240110005,SALEVATA H.PARA GOVT. PS
212401017,SALEBHATA,21240110006,TIKRA NPS
212401017,SALEBHATA,21240110071,"SARASWATI SISHU MANDIR,SALEVATA"
212401018,UPARBAHAL,21240110101,BHALUPALI GOVT. PS
212401018,UPARBAHAL,21240110201,KALASAR GOVT. PS
212401018,UPARBAHAL,21240110301,MAHULPALI GOVT. PS
212401018,UPARBAHAL,21240110401,NUAPALI GOVT. PS
212401018,UPARBAHAL,21240110402,TEKASAR NEW GOVT PS
212401018,UPARBAHAL,21240110501,FATAMUNDA GOVT. UPS
212401018,UPARBAHAL,21240110601,UPARBAHAL GOVT. UPS
212401018,UPARBAHAL,21240110602,UPARBAHAL HS
212401018,UPARBAHAL,21240110603,MAHAKURPALI NPS
212402001,BAIDIPALI,21240200101,BAIDIPALI GOVT. PUPS
212402001,BAIDIPALI,21240200201,BARGAON GOVT. UPS
212402001,BAIDIPALI,21240200202,BARGAON PANCHYAT HS
212402001,BAIDIPALI,21240200301,GHUSURADUNGURI GOVT. PS
212402001,BAIDIPALI,21240200401,KALIJHARAN GOVT. PS
212402001,BAIDIPALI,21240200501,PHULJHARAN GOVT. PS
212402001,BAIDIPALI,21240200601,PRATAPRUDRAPUR GOVT. PS
212402001,BAIDIPALI,21240200801,TALJHARAN GOVT. PS
212402002,BARAPUDGIA,21240200901,BARAPUDGIA ADIBASI COLONY GOVT. PS
212402002,BARAPUDGIA,21240200902,BARAPUDGIA GOVT. PS
212402002,BARAPUDGIA,21240200951,BARAPUDGIA SUBAS BOSE UPS
212402002,BARAPUDGIA,21240201001,BARPITA GOVT. PS
212402002,BARAPUDGIA,21240201101,AGHARIAPALI GOVT. PS
212402002,BARAPUDGIA,21240201102,KARLAPITA UGHS
212402002,BARAPUDGIA,21240201201,KERMELI GOVT. PS
212402002,BARAPUDGIA,21240201301,DHEKAPALI GOVT. PS
212402002,BARAPUDGIA,21240201401,SARASPITA GOVT. PS
212402003,BARKANI (C),21240201501,AINLACHUAN UGHS
212402003,BARKANI (C),21240201601,BARKANI GOVT. PS
212402003,BARKANI (C),21240201602,BARPADAR GOVT. PS
212402003,BARKANI (C),21240201701,MANKADCHUAN NUPS
212402003,BARKANI (C),21240201801,NARAYANPUR GOVT. PS
212402003,BARKANI (C),21240201901,PANDRAPITA GOVT. NUPS
212402004,BHUNDIMUHAN,21240202001,BHUNDIMUHAN NUPS
212402004,BHUNDIMUHAN,21240202101,GARJAN GOVT. PS
212402004,BHUNDIMUHAN,21240202102,GARJAN GOVT. UPS
212402004,BHUNDIMUHAN,21240202151,GARJAN HS
212402004,BHUNDIMUHAN,21240202201,GHUTUPALI GOVT. PS
212402004,BHUNDIMUHAN,21240202301,KAKHAL GOVT. PS
212402004,BHUNDIMUHAN,21240202401,KANKARA NUPS
212402004,BHUNDIMUHAN,21240202501,KARLAPITA GOVT. PS
212402004,BHUNDIMUHAN,21240202601,MAYABARHA GOVT. PUPS
212402004,BHUNDIMUHAN,21240202701,PIPALKANI GOVT. PS
212402004,BHUNDIMUHAN,21240202801,SARGADPALI PUPS
212402004,BHUNDIMUHAN,21240202901,UCHHABAHAL GOVT. PS
212402005,BHUTIARBAHA,21240203001,BHUTIARBAHAL GOVT HS
212402005,BHUTIARBAHA,21240203002,BHUTAIRBAHAL GOVT. PS
212402005,BHUTIARBAHA,21240203003,BHUTAIRBAHAL GOVT. UPS
212402005,BHUTIARBAHA,21240203101,KUTHURLA PROJECT GOVT. UPS
212402005,BHUTIARBAHA,21240203201,NARAYANPUR GOVT. PS
212402005,BHUTIARBAHA,21240203301,NUNIADHIPA GOVT. PS
212402005,BHUTIARBAHA,21240203401,RAJAMUNDA GOVT. PUPS
212402006,BIDIGHAT,21240203501,BIDIGHAT A.S
212402006,BIDIGHAT,21240203502,PARDHIAPALI NUPS
212402006,BIDIGHAT,21240203601,CHANTIMUNDA GOVT. UPS
212402006,BIDIGHAT,21240203602,CHANTIMUNDA PURUSOTTAM HS
212402006,BIDIGHAT,21240203701,JANAKPUR GOVT. NUPS
212402006,BIDIGHAT,21240203801,KOT GOVT. PS
212402007,CHANDANBHATI,21240203901,BADIGHOR UPS
212402007,CHANDANBHATI,21240204001,BAGHLA GOVT. PS
212402007,CHANDANBHATI,21240204002,RANAKHOL GOVT. PS
212402007,CHANDANBHATI,21240204101,CHANDANBHATI GOVT HS
212402007,CHANDANBHATI,21240204102,CHANDANBHATI GOVT. PS
212402007,CHANDANBHATI,21240204103,MEHERPARA GOVT. PS
212402007,CHANDANBHATI,21240204104,CHANDANBHATI SSM
212402007,CHANDANBHATI,21240204201,SALEPALI NUPS
212402007,CHANDANBHATI,21240204301,DANGAPALI GOVT. PS
212402007,CHANDANBHATI,21240204302,SINDURBAHAL GOVT. UPS
212402008,CHIKALBAHAL,21240204401,BANDHKEDA GOVT. PS
212402008,CHIKALBAHAL,21240204501,CHIKALBAHAL UGHS
212402008,CHIKALBAHAL,21240204601,DHAURADADAR GOVT. PS
212402008,CHIKALBAHAL,21240204701,FATKARA GOVT. PUPS
212402009,CHUDAPALI,21240204801,CHUDAPALI GOVT ASHRAM HS
212402009,CHUDAPALI,21240204802,CHUDAPALI GOVT. PS
212402009,CHUDAPALI,21240204804,SARASWATI SISHU MANDIR CHUDAPALI
212402009,CHUDAPALI,21240204901,DAUPALI UPS
212402009,CHUDAPALI,21240205001,DHULSAR GOVT. PS
212402009,CHUDAPALI,21240205201,SANTENPALI S.S
212402010,JHANKARPALI,21240205301,BANDHANGHOR NUPS
212402010,JHANKARPALI,21240205401,BARKANI (B) NUPS
212402010,JHANKARPALI,21240205601,CHARAIMARA GOVT. PS
212402010,JHANKARPALI,21240205701,DUANPALI GOVT. NUPS
212402010,JHANKARPALI,21240205801,CHHATRIYAPALI GOVT. PS
212402010,JHANKARPALI,21240205802,DUDKASIRA GOVT. PS
212402010,JHANKARPALI,21240205901,GEDABANJI GOVT. PS
212402010,JHANKARPALI,21240206001,HARIPALI GOVT. PS
212402010,JHANKARPALI,21240206101,JHANKARPALI A.S
212402010,JHANKARPALI,21240206201,KUTUMDOLA GOVT HS
212402010,JHANKARPALI,21240206202,KUTUMDOLA GOVT. PS
212402010,JHANKARPALI,21240206203,KUTUMDOLA GOVT. UPS
212402010,JHANKARPALI,21240206242,AMARJYOTI (JR) COLLEGE KUTUMDOLA
212402010,JHANKARPALI,21240206281,PALLISHREE PRATIVA VIDYA MANDIR
212402010,JHANKARPALI,21240206301,SIALBAHALI GOVT. UGHS
212402011,KHALIAPALLI,21240206401,DHAMANASAR GOVT. PS
212402011,KHALIAPALLI,21240206501,KHALIAPALI GOVT. UPS
212402011,KHALIAPALLI,21240206551,KHALIAPALI BANSIDHAR HS
212402011,KHALIAPALLI,21240206601,KIRABAHAL UPS
212402011,KHALIAPALLI,21240206701,RAMSINGHA GOVT. PS
212402011,KHALIAPALLI,21240206801,SEMILIA GOVT. PS
212402012,KHUJENPALI,21240206901,BAGHABHADI GOVT. PS
212402012,KHUJENPALI,21240206902,KUDEIPALI NPS
212402012,KHUJENPALI,21240206903,IDM PUBLIC SCHOOL BAGHBHADI
212402012,KHUJENPALI,21240207001,DABKANI GOVT. PS
212402012,KHUJENPALI,21240207101,KALSAIPALI GOVT. PS
212402012,KHUJENPALI,21240207201,KHUJENPALI GOVT. UPS
212402012,KHUJENPALI,21240207251,KHUJENPALI BHAGABAN BIDYA MANDIR HS
212402012,KHUJENPALI,21240207252,VISWATMA BIDYA MANDIR
212402012,KHUJENPALI,21240207271,KAMAKSHINAGAR PS
212402013,KHUNTPALI,21240207301,BADTELENPALI UPS
212402013,KHUNTPALI,21240207401,HARDATAL GOVT. UPS
212402013,KHUNTPALI,21240207402,HARDATAL DHOBA HS
212402013,KHUNTPALI,21240207501,KHAGASABAHAL GOVT. PS
212402013,KHUNTPALI,21240207601,KHUNTAPALI GOVT. HS
212402013,KHUNTPALI,21240207602,KHUNTAPALI GOVT. PS
212402014,KUDASINGHA,21240207701,KUDASINGA GOVT P.R HS
212402014,KUDASINGHA,21240207702,KUDASINGA NODAL GOVT. UPS
212402014,KUDASINGHA,21240207751,GYANAJYOTI TAPOBANA SIKSHA MANDIR
212402014,KUDASINGHA,21240207801,NUAPARA GOVT. UPS
212402014,KUDASINGHA,21240207901,SIRIS GOVT. PS
212402015,MADHIAPALI,21240208001,BIRMUNDA PUPS
212402015,MADHIAPALI,21240208101,DUMERPALI GOVT. PS
212402015,MADHIAPALI,21240208201,KHAIRPALI GOVT. PS
212402015,MADHIAPALI,21240208301,MADHIAPALI GOVT. UGHS
212402015,MADHIAPALI,21240208302,BANCHHORPALI NPS
212402015,MADHIAPALI,21240208303,CHANDANPALI NPS
212402015,MADHIAPALI,21240208401,RINBACHAN GOVT. PS
212402015,MADHIAPALI,21240208451,RINBACHAN LAL BAHADUR UPS
212402016,MANIHIRA,21240208501,AMAMUNDA GOVT. PS
212402016,MANIHIRA,21240208601,BAGHAPALI GOVT. NUPS
212402016,MANIHIRA,21240208602,TELIPALI GOVT. PS
212402016,MANIHIRA,21240208701,BHAINSA GOVT. PS
212402016,MANIHIRA,21240208801,BAGPADA GOVT. PS
212402016,MANIHIRA,21240208802,MANHIRA GOVT. PS
212402016,MANIHIRA,21240208803,MANHIRA GOVT. UPS
212402016,MANIHIRA,21240208804,MANHIRA HS
212402016,MANIHIRA,21240208881,SAMALESWARI SISHU MANDIR
212402017,MIRDHAPALI,21240208901,BARKANI (A) GOVT. NUPS
212402017,MIRDHAPALI,21240209001,BOXIUDAR GOVT. NUPS
212402017,MIRDHAPALI,21240209101,DHOBAUDAR GOVT. PS
212402017,MIRDHAPALI,21240209201,KAGAON GOVT. PS
212402017,MIRDHAPALI,21240209301,MIRDHAPALI GOVT. UGHS
212402017,MIRDHAPALI,21240209401,TULUNDI GOVT. PUPS
212402018,SADAIPALI,21240209501,DHUMAMARA GOVT. PS
212402018,SADAIPALI,21240209502,CHAMARTIKRA NPS
212402018,SADAIPALI,21240209601,GANDHREL GOVT. PS
212402018,SADAIPALI,21240209681,LITTLE NEST PUBLIC SCHOOL
212402018,SADAIPALI,21240209701,PATHERCHEPA GOVT. NUPS
212402018,SADAIPALI,21240209702,OAV PATHARCHEPA
212402018,SADAIPALI,21240209801,SADAIPALI NODAL GOVT. UPS
212402018,SADAIPALI,21240209802,KHADIAPARA NPS
212402018,SADAIPALI,21240209851,SADAIPALI PALLISHREE HS
212402018,SADAIPALI,21240209871,SULOCHANA DEVI SISHU MANDIR
212402019,SAHAJBAHAL,21240210001,JHARAIBAHALI GOVT. PS
212402019,SAHAJBAHAL,21240210101,KUNDAPATHAR NUPS
212402019,SAHAJBAHAL,21240210201,SAHAJBAHAL GOVT GOPINATH HS
212402019,SAHAJBAHAL,21240210202,SAHAJBAHAL GOVT. PS
212402019,SAHAJBAHAL,21240210203,SAHAJBAHAL GOVT. UPS
212402019,SAHAJBAHAL,21240210241,GOPINATH (JR) HIGHER SECONDARY SCHOOL
212402019,SAHAJBAHAL,21240210271,VISWATMA VIDYA MANDIR SAHAJBAHAL
212402020,SAKMA,21240210301,FASAD GOVT. PS
212402020,SAKMA,21240210351,GYANA JYOTI TAPOBANA SIKSHA MANDIR
212402020,SAKMA,21240210381,AUROBINDO IEC FASAD
212402020,SAKMA,21240210401,KUTRAPALI GOVT. PS
212402020,SAKMA,21240210501,RANIPALI PUPS
212402020,SAKMA,21240210601,SAKMA GOVT. PS
212402020,SAKMA,21240210602,SAKMA GOVT. UPS
212402020,SAKMA,21240210651,SAKMA PANCHAYAT HS
212402021,SIBTALA,21240210701,ADENDUNGURI UPS
212402021,SIBTALA,21240210901,KUNDAPANI GOVT. PS
212402021,SIBTALA,21240211001,NAIKENPALI GOVT. PS
212402021,SIBTALA,21240211101,LUCHKIBANDH UPS
212402021,SIBTALA,21240211102,NUAPALI GOVT. PS
212402021,SIBTALA,21240211103,SIBTALA PANCHAYAT GOVT. HS
212402021,SIBTALA,21240211104,SIBTALA GOVT. PS
212402021,SIBTALA,21240211106,JAGANNATHPARA NPS
